(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(24, 58, 68)
(26, 59, 68)
(24, 58, 68)
(23, 57, 67)
(21, 57, 69)
(26, 64, 77)
(37, 79, 95)
(54, 101, 121)
(69, 119, 142)
(78, 134, 161)
(81, 140, 170)
(86, 147, 178)
(85, 148, 181)
(86, 147, 178)
(85, 146, 177)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
(86, 145, 175)
